05909990638482	5252270954
05909990638550	5252270954
05909990654222	5252270954
05909990638505	5252270954
05909990638574	5252270954
05909990638376	5252270954
05909990638413	5252270954
05909990654369	5252270954
05909990654376	5252270954
05909990654246	5252270954
05909990638468	5252270954
05909990638536	5252270954
05909990638383	5252270954
05909991039646	5252270954
05909991039677	5252270954
05909990638567	5252270954
05909990638581	5252270954
05909990638307	5252270954
05909990638321	5252270954
05909991039653	5252270954
05909991039752	5252270954
05909990638444	5252270954
05909990638406	5252270954
05909990766895	9512169876
05909990766956	9512169876
05909990767083	9512169876
05909990767106	9512169876
05909990766963	9512169876
05909990766901	9512169876
05909990767052	9512169876
05909990767045	9512169876
05909990637119	5242574316
05909990637133	5242574316
05909990637225	5242574316
05909990637201	5242574316
05909991225797	5242571743
05909990637140	5242574316
05909990637232	5242574316
05909990637218	5242574316
05909991230456	5242571743
05909990637263	5242574316
05909990637270	5242574316
05909990637126	5242574316
05909990667475	5250001701
05909990667307	5250001701
05909990769087	1181642061
05909990769094	1181642061
05909990769100	1181642061
05909990768929	1181642061
05909990768936	1181642061
05909990768912	1181642061
05909990768950	1181642061
05909990768967	1181642061
05909990768943	1181642061
05909990769049	1181642061
05909990769032	1181642061
05909990769056	1181642061
05011321648234	5260211587
05011321543621	5260211587
05410076852390	5260211587
05909990782246	5272560247
05909990782239	5272560247
05909990925179	5272560247
05909990782260	5272560247
05909990782253	5272560247
05909990925186	5272560247
05909991094539	5272560247
05909990948710	5240401103
05909997075686	9471902089
05909997216218	6131570936
05909997209432	5932275353
05909997216201	6131570936
05909997014630	5242571743
05909997014647	5242571743
05909990045921	5240401103
05909990045914	5240401103
05909997201030	5252299509
05909997195728	7250012663
05909997199108	5252299509
05909990045815	5240401103
05909997075990	9471902089
05909997198668	7250012663
05909997212494	5242571743
05000477240027	5240401103
05909990155811
05011321260627	5260211587
05906948322578
05904960011531	8961326505
05903397000859	8410003568
05907604342398	9462334757
05909994312531
05909990639960	6790026473
05909990655281	6791002894
05909990085439	5840201186
05909990655298	6791002894
05909994312548
05909994312524
05909990639953	6790026473
05909990655250	6791002894
05909990639977	6790026473
05909994312555
05909990655274	6791002894
05909990639984	6790026473
05909994312517
05909990655267	6791002894
05909994296435	1130000795
05909994296466	1130000795
05909990018789	7311821205
05909994118522	8951729489
05909994296442	1130000795
05909994326729	5540473986
05909994314818
05909994118515	8951729489
05909990018772	7311821205
05909990021673	6770004586
05909994296459	1130000795
05909994314825
05909994326712	5540473986
05909994371422	9670977032
05909994314832
05909990018796	7311821205
05909990018802	7311821205
05909994296411	1130000795
05909994296428	1130000795
05909990018758	7311821205
05909990018765	7311821205
05909990678211	1130000795
05909990678198	1130000795
05909990678204	1130000795
05909994303935	9471869363
05909994303928	9471869363
05909994303942	9471869363
05909994303911	9471869363
