request_total,request_day,request_week,request_month,request_3_month,request_6_month,request_day_was_590,request_week_was_590,request_month_was_590,request_3_month_was_590,request_6_month_was_590,request_total_was_590,request_day_was_plscore,request_week_was_plscore,request_month_was_plscore,request_3_month_was_plscore,request_6_month_was_plscore,request_total_was_plscore,request_day_was_verified,request_week_was_verified,request_month_was_verified,request_3_month_was_verified,request_6_month_was_verified,request_total_was_verified,uq_user_total,uq_user_day,uq_user_week,uq_user_month,uq_user_3_month,uq_user_6_month
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
